#FOLLOW PRINCIPAL STATISTICAL INDICATORS:
#MEAN: 0.5292
#MEAN2: 0.3669
#MAX: 0
#MIN: 0.9975
#STDEV 0.08681
#HIST STEP: -0.09975
#HISTOGRAM                x             P(x)             Q(x)
        0.947613                0              0.1
        0.847865                0              0.1
        0.748116                0              0.1
        0.648367                0              0.1
        0.548618                0              0.1
        0.448869                0              0.1
        0.349121                0              0.1
        0.249372                0              0.1
        0.149623                0              0.1
       0.0498744             1336          1336.59


